	texts	labels
99	"(Allah created Adam from a handful taken from throughout the earth. Hence the sons of Adam vary as the earth varies, so they are white and red and black and ?colors? in between, evil and good, easy-going or difficult -- or something in between.)'' This was also recorded by Abu Dawud and At-Tirmidhi, who said, ""This Hadith is Hasan Sahih.'' Allah said: (And among His signs is this that He created for you wives from among yourselves, meaning, `He created females of your own kind, to be wives for you.' It is He Who has created you from a single person, and He has created from him his wife, in order that he might enjoy the pleasure of living with her) (7:189). This refers to Hawwa'. Allah created her from Adam, from the short rib on his left. If Allah had made all of Adam's progeny male, and created the females from another kind, such as from Jinn or animals, there would never have been harmony between them and their spouses. There would have been revulsion if the spouses had been from a different kind. Out of Allah's perfect mercy He made their wives from their own kind, and created love and kindness between them. For a man stays with a woman because he loves her, or because he feels compassion towards her if they have a child together, or because she needs him to take care of her, etc. (Verily, in that are indeed signs for a people who reflect.)"	0
100	Prophet Muhammad is the Killing of Women and Children	1
101	Islam has decided that raising and educating women is one of the great deeds, and the Sharia has arranged a bountiful reward for that. The Messenger of God, may GodÂs prayers and peace be upon him, desired a good womanÂs upbringing of a girl and watch over her discipline; In the hadith: ÂWhoever takes care of two girls until they reach puberty, he and I will come on the Day of Resurrection like these two (and joining his fingers).Â And since the woman is addressed with the legal duties like men, she is responsible for her prayers, fasting, reading the QurÂan and other matters of her religion, and when that was the case, her fulfillment of the laws Her religion requires knowledge that is contrary to ignorance. Hence, the Messenger of God was keen on educating the girl, and called for the dissemination of knowledge among women, and this is one of their rights stipulated by Islam. In his Prophet and believed in Muhammad, may GodÂs prayers and peace be upon him, and the owned slave if he fulfilled the right of God and the right of his masters, and a man who was with a slave woman, so he disciplined her and disciplined her well, taught her and taught her well, then freed her and married her, then he has two rewards.Â	0
102	MUHAMMAD ON THE WITNESS STAND: There are very serious charges leveled against the Prophet of Islam. We will put Muhammad on the witness stand to see if these charges are true. Through the eyes of those who knew him, his contemporaries. We reflect on his moral character which he manifested during his prophetic career. We will see if his moral character qualifies him as a prophet of the true God. We will only use sources acceptable to Muslims to evaluate him. To evaluate Muhammad is of utmost importance because Islam stands and falls on the character of Muhammad. Today, Muslims are willing to kill and be killed because they believe that Muhammad is a true prophet of God. They should be told the truth. And we should not overlook the fact that Muhammad had the backing of Allah. Therefore, by looking at Muhammad we can see who Allah really is. Please consider the evidences provided below	1
103	"(When you marry believing women, and then divorce them) The marriage contract here is followed by divorce, which indicates that the divorce cannot be valid if it comes first. Ibn Abi Hatim recorded that Ibn `Abbas, may Allah be pleased with him, said, ""If someone were to say, `every woman I marry will ipso facto be divorced,' this does not mean anything, (no `Iddah have you to count in respect of them.) This is a command on which the scholars are agreed, that if a woman is divorced before the marriage is consummated, she does not have to observe the `Iddah (prescribed period for divorce) and she may go and get married immediately to whomever she wishes. The only exception in this regard is a woman whose husband died, in which case she has to observe an `Iddah of four months and ten days even if the marriage was not consummated. (So, give them a present, and set them free in a handsome manner.) The present here refers to something more general than half of the named dowery or a special gift that has not been named. (And if you divorce them before you have touched (had a sexual relation with) them, and you have fixed unto them their due (dowery) then pay half of that)."	0
104	Can Allah who commits multiple errors in a single QurÂanic verse qualify as the true God? His Covenant with the Prophets turns out to be false. His prophetic decision about the unification between the Prophets and the Messenger did not materialize as he foretold. There was not a single Prophet present at the time of Muhammad to validate his claim in Surah 3:81. This means that Allah is a fraud and the QurÂan is a lie.	1
105	"All of this was commanded by his Allah in the Medina Surahs (which are called Madaniya). And those chapters in the Quran still apply today. According to the Quran, There is no ""moderate"" Islam and no ÂradicalÂ Islam. It is just Islam and it is violent. The peaceful Makkiya surahs were abrogated by the violent Madaniya surahs."	1
106	And give to the women (whom you marry) their Mahr (obligatory bridal money given by the husband to his wife at the time of marriage) with a good heart, but if they, of their own good pleasure, remit any part of it to you, take it, and enjoy it without fear of any harm (as Allah has made it lawful).	0
107	The incarnation of God is the most insulting thing for Muhammadans they say God cannot do this most disgusting act of entering the ultimate degraded unholy realm of his creation. Mo's whole focus in his religion was based on sex, vagina, ass as represented by the vagina fertility stone of Kaba. He said Allah can have sex with houries & create children; this Allah (Lah god) commands them of sacrificing themselves even their infant children in the hatred of the people of God, and the hatred is so crazy that they keep fighting among themselves. Nothing holy exists in Islam. But the God of Abraham, Isaac, Jacob proved by coming in human form that how greatly he loves mankind that he sacrificed his son in the incarnation. Human creation is not degraded filthy and disgusting as Muslims believe in their evil hatred. The Messiah lived as a poor man & experienced the suffering, rejection and evil of the world but he showed the way to overcome everything through God, and proved his power over death. Muhammadans love death and hell thus they hate the love of God, the truth of God. They hate this joyful good news of the birth of Jesus. 	1
108	The inability of Muhammad and his allah to comprehend the concept of Trinity. By proving that it will be self evident that such a person ( Muhammad) could not possibly be a prophet	1
109	Yes, terrorism has a religion: Islam	1
110	Muslims, you claim Muhammad is your example of everything including hygiene right? Quick question: Why does your prophet have lice? Narrated Zaynab: She was picking lice from the head of the Apostle of Allah (peace be upon him) while the wife of Uthman ibn Affan and the immigrant women were with him. They complained about their houses that they had been narrowed down to them and they were evicted from them. The Apostle of Allah (peace be upon him) ordered that the houses of the Immigrants should be given to their wives. Thereafter Abdullah ibn Mas'ud died, and his wife inherited his house in Medina. Sunan Abu Dawud 19:3074 Narrated Anas bin Malik: Allah's Apostle used to visit Um Haram bint Milhan she was the wife of 'Ubada bin As-Samit. One day the Prophet visited her and she provided him with food and started looking for lice in his head. Then Allah's Apostle slept and afterwards woke up smiling.	1
111	The Prophet (peace be upon him)said: If anyone has a female child, and does not bury her alive, or slight her, or prefer his children (i.e. the male ones) to her, Allah will bring him into Paradise. Uthman did not mention (male children).	0
112	"Allah says to His Messenger Muhammad : ""Say to the people, `What I have brought to you from your Lord is the truth, in which there is no confusion or doubt.''' (Then whosoever wills, let him believe; and whosoever wills, let him disbelieve.) This is a type of threat and stern warning, after which Allah says, (Verily, We have prepared), meaning made ready, (for the wrongdoers,) meaning those who disbelieve in Allah, His Messenger and His Book, (a Fire whose walls will be surrounding them.) Ibn Jurayj said that Ibn `Abbas said, (a Fire whose walls will be surrounding them.) ""A wall of fire.'' (And if they ask for drink, they will be granted water like Al-Muhl, that will scald their faces.) Ibn `Abbas said; ""Al-Muhl is thick water which is similar to the sediment in oil.'' Mujahid said, ""It is like blood and pus.'' `Ikrimah said, ""It is the thing that is heated to the ultimate temperature.'' Others said: ""It is everything that is melted.'' Qatadah said, ""Ibn Mas`ud melted some gold in a grove, and when it became liquid and foam rose to the top, he said, this is the thing that is most like Al-Muhl.'' Ad-Dahhak said: ""The water of Hell is black, and it itself is black and its people are black.'' There is nothing contradictory in these comments, for Al-Muhl includes all of these unpleasant characteristics, it is black, evil-smelling, thick and hot, as Allah said, (Terrible is the drink,) meaning, how awful this drink is. Similarly, He says in another Ayah: (and an evil Murtafaq!) means, how evil a place is the Fire to dwell and rest and gather."	0
113	"(And if anyone of the Mushrikin), whom you were commanded to fight and We allowed you their blood and property,' (seeks your protection), asked you for safe passage, then accept his request until he hears the Words of Allah, the Qur'an. Recite the Qur'an to him and mention a good part of the religion with which you establish Allah's proof against him, (and then escort him to where he can be secure) and safe, until he goes back to his land, his home, and area of safety, (that is because they are men who know not.) The Ayah says, `We legislated giving such people safe passage so that they may learn about the religion of Allah, so that Allah's call will spread among His servants. Ibn Abi Najih narrated that this Ayah, ""Refers to someone who comes to you to hear what you say and what was revealed to you (O Muhammad). Therefore, he is safe until he comes to you, hears Allah's Words and then proceeds to the safe area where he came from.'' The Messenger of Allah used to thereafter grant safe passage to those who came to him for guidance or to deliver a message. On the day of Hudaybiyyah, several emissaries from Quraysh came to him, they came mediating between him and the Quraysh pagans. They witnessed the great respect the Muslims had for the Prophet , which astonished them, for they never before saw such respect for anyone, kings nor czars. They went back to their people and conveyed this news to them; this, among other reasons, was one reason that most of them accepted the guidance. When Musaylimah the Liar sent an emissary to the Messenger of Allah, he asked him, ""Do you testify that Musaylimah is a messenger from Allah'' He said, ""Yes.''"	0
114	You will surely find the most bitter towards the believers to be the Jews and polytheists and the most gracious to be those who call themselves Christian. That is because there are priests and monks among them and because they are not arrogant.	0
115	The exception is made for many reasons, but letÂs note only one here, addressing your concern that Muhammad (peace and blessings be upon him) Âhad intercourse outside of wedlock.Â In Western society, it is common for a man to have mistresses or multiple extra-marital affairs. Women in this case are degraded to mere sex objects with absolutely no rights; theyÂre usually on the losing end of such liaisons. The same society, however, cannot accept a man having more than one wife so that women can retain their lawful rights and lead an honorable, dignified, and respectable life. If every adult American man married only one woman, there would still be more than 25 million women in the United States who would not be able to get husbands, at least considering thatÂaccording to latest statisticsÂ10 percent of the American population is gay! ThatÂs close to 30 million people! Thus the only option for a woman who cannot find a husband is either to marry a married man or to become Âpublic property.Â Islam gives women the honorable position by permitting the first option and disallowing the second. At least one of the reasons Islam has permitted limited polygamy is to protect the modesty of women!	0
116	Was Maria the Copt a Slave, a Concubine, or a Wife of the Prophet? Slavery already existed long before Islam. It was a system whereby a human captured in wars or kidnapped could be sold as a Âpossession.Â That term applied to both sexes, not to women only. In some cultures slaves were considered subhuman and treated brutally. In Europe, for example, Romans threw Christian slaves to the lions while the public cheered; female slaves were thought to have no souls and were tortured mercilessly; slaves lived in degrading conditions; both sexes were forced to offer sexual favors to their masters; and as ÂpossessionsÂ they had no choice, no will, and no rights. Islam recognized the human rights of slaves and encouraged Muslims to set slaves free. Islam prohibited adultery and homosexuality, and prevented forcing female slaves into sexual acts against their will. Islam encouraged educating them, setting them free, then legally marrying them and giving them their moral and financial rights. The reward for thisÂas mentioned in Prophetic HadithÂis eternal residence in Paradise. Maria was not a concubine; she was a slave owned by EgyptÂs Christian governor, who offered her and her sister SerineÂamong other presentsÂas a Âgift of good willÂ to the Prophet in reply to his envoys inviting him to Islam. On her way from Egypt to Madinah, she was curious to learn about Âher new masterÂ and listened to his Companions talk about him. As a result, she became Muslim before meeting Muhammad. ScholarsÂ opinions vary of her status afterwards; here is the opinion I support: One of the prominent Al-Azhar scholars, Sheikh Abdul Majid Subh, states: ÂProphet Muhammad (peace and blessings be upon him), instead of taking concubines, entered into lawful marriages based on reason and wisdom. Maria the Copt was given to him as a present, but rather than taking her as a concubine, the Prophet (peace and blessings be upon him) married her, thus elevating her status by marriage.Â	0
117	In religious or sectarian history, it was Islam that, for the first time ever, adopted an attitude of mercy and caring for the captured enemy. Unprecedented by previous legal systems, and long before the Geneva Convention, Islam set the rule that the captive is sheltered by his captivity and the wounded by his injury. Whether in war or peace, Islam insists that its injunctions are to be strictly observed. Worship does not cease during wartime. Islamic jurisprudence maintains that whatever is prohibited during peace is also prohibited during war. Here is the actual command of God permitting fighting; the QurÂan says what means: *{Fight in the way of Allah against those who fight against you, but begin not hostilities. Lo! Allah loves not aggressors.}* (Al-Baqarah 2:190) The above permission to fight lays down clearly the following conditions: (1) Never commit aggression; fighting is allowed only for self-defense. (2) Fighting must never be against non-combatants or non-fighting personnel.	0
118	Abu Sa'id al-Khudri reported God's Messenger as saying, The most serious breach of trust in GodÂs sight on the day of resurrection ... A version has, ÂAmong those who will have the worst position in GodÂs sight on the day of resurrection is the man who has intercourse with his wife, and she with him, and then spreads her secret. i.e. talks about the subject to others, or tells people about defects or beauties he has found in her.	0
119	The jizya is a financial tax on the money of non-Muslims who live under the rule of Islam, in order to contribute to the budget of the state that protects them in their lives, money, and honor, as it is in return for what is taken from the Muslim. The Muslim takes from him one-fifth of the spoils, the zakat, the al-Fitr charity, and other things such as penances for various sins. The jizya is spent on public interests, and on the poor people of dhimmis as well, and the jizya is imposed on the people of the book.	0
120	"ISLAM IS PEACEFUL: THE LIE: All Muslim terrorists kill for the same reason the Saudi terrorists did on 9/11, the same reason ISIS  killed, raped and enslaved whole communities of Yazidis in Iraq, the same reason Boko Haram is killing Christians in North Eastern Nigeria, the same reason Muhammad waged wars against non Muslims in and out of Medina. The reason? The Islamic Quran commands it.  Allah commands it. Millions of Muslims cry out ""Islam is peaceful!... Islam is peaceful!"". How can the majority of Muslims claim it is a peaceful religion? BecauseÂ most have not read the Quran, or the ÂHadithsÂ that expound on the verses in the Quran and the life of the Muslim prophet Muhammad. Most rely on what the sheikhs and imams preach, which is only half the story, the other half is the bloody version of Islam, which is the standing order of Allah to-date, since the peaceful verses were abrogated by the newest violent chapters after Muhammad failed to peacefully win over the Jews, Christians, and the stone-worshipers of Mecca. The culture of Eastern Muslims is to rely on and believe what those in authority say. And most of the leaders,sheikhs or Imams proclaim  the innocent and tolerant version of the Quran and Muhammad. Obedience is a sacred trait of the Muslim faith. The word Islam means Âto surrender.Â"	1
121	Muhammad's teachings about personal hygiene would lead to death if Muslims took them seriously.	1
122	Allah directed His believing servants to believe in what He sent down to them through His Messenger Muhammad and in what was revealed to the previous Prophets in general. Some Prophets Allah mentioned by name, while He did not mention the names of many others. Allah directed the believers to refrain from differentiating between the Prophets and to believe in them all. They should avoid imitating whomever Allah described as,	0
123	MUHAMMADÂS GENIUS SOLUTION TO ADULTERY: Muslim: Oh Prophet, my wife wants to spend time together with her male friend. But she might cheat on me with him. What do I do? Muhammad: The great angel jibril has just given me a solution from allah. Muslim: allahu akbar!!! tell me Prophet. Muhammad: Let your wife breastfeed him...Muslim: wait, what! like seriously	1
124	ALLAH LACKS FORESIGHT. [THE FLAWS OF ABROGATION]: The concept of Abrogation is when allah cancels a previous verse and substitutes it with another verse. The issue of Abrogation greatly exposes the god of Islam of lacking conscious awareness of the future	1
125	JIBREEL (Islamic version of Gabriel) is NOT Gabriel! Unholy Trinity: Lah, Jibreel & Muhammad. Jibreel is a DEMONIC SPIRIT that appeared to Muhammad. Here is one of the evil characteristics of the VIOLENT ANGEL Jibreel, In this way we understand that Jibreel communicated satan's message to Muhammad by revealing to him satanic verses such as Sura 8:12(where angels participate in helping muhammadanz BEHEAD non-muslims), Sura 47:4, 9:5, 9:29 and so on. Mo also admitted that Jibreel revealed satanic verses in the Satanic chapter of Satanic Quran.	1
126	Jabir bin 'Abdullah said: The wife of Sa'd bin Ar-Rabi came with her two daughters from Sa'd to the Messenger of Allah (S.A.W) and said; O Messenger of Allah (S.A.W)! these two are daughters of Sa'd bin Ar-Rabi who fought along with you on the day of Uhud and was martyred. Their uncle took their wealth, without leaving any wealth for them, and they will not be married unless they have wealth. He said: Allah will decide on that matter. The ayah about inheritance was revealed, so the Messenger of Allah (S.A.W) sent (word) to their Uncle saying: Give the two daughters of Sa'd two thirds, and give their mother one eighth, and whatever remains, then it is for you.	0
127	He reported GodÂs Messenger as saying, A believer must not hate a believing woman; if he dislikes one of her characteristics he will be pleased with another.	0
128	And if you punish (your enemy, O you believers in the Oneness of Allah), then punish them with the like of that with which you were afflicted. But if you endure patiently, verily, it is better for As-Sabirin (the patient ones, etc	0
129	The Prophet (peace be upon him) was asked about a person who found moisture (on his body or clothes) but did not remember the sexual dream. He replied: He should take a bath. He was asked about a person who remembered that he had a sexual dream but did not find moisture. He replied: Bath is not necessary for him. Umm Salamah then asked: Is washing necessary for a woman if she sees that (in her dream)? He replied: Yes. Woman are counterpart of men.	0
130	So much of the Quran is devoted to redundant claims and threats about MuhammadÂs status as a prophet, yet there is not a single original moral value. Nowhere does it tell men not to rape women or refrain from sex with children.  In fact, it gives men permission to rape their slaves and implies that sex with children is permissible (verse 65:4). WouldnÂt a perfect book teach perfect morality?	1
131	Here's the recent show I did for AlFady TV where I document that Muhammad sanctioned the raping of captive women, even married women, thereby sanctioning adultery. I also prove that the Quran permits women from having male sex slave	1
132	It is reported that a man came to Prophet Muhammad and asked, ÂWho amongst all people is most worthy of my good company?Â The Prophet replied, ÂYour mother.Â The man asked, ÂWhoÂs next?Â The Prophet said, ÂYour mother.Â The man asked again, ÂWhoÂs next?Â Again the Prophet said, ÂYour mother.Â Then, in reply to the same question he said, ÂYour fatherÂ (Al-Bukhari). So this shows the great role of the mother in oneÂs life, and that it is a duty on a Muslim to show goodness to both parents, especially the mother.	0
133	Muhammad, the biggest pervert the world has ever known!	1
134	"Allah the Exalted says that when the woman who is in her `Iddah nears the end of the `Iddah term, the husband must decide to reconcile with her, thus keeping their marriage together, (in a good manner) while being kind to her in their companionship. Otherwise, he must decide to divorce her on good terms, without abusing, cursing, or admonishing her. To the contrary, he should divorce her on good terms, observing kindness and good manners. (And take as witness two just persons from among you.) meaning when taking her back, if this is your decision. Abu Dawud recorded that `Imran bin Husayn was asked about a man who divorced his wife and then had sexual intercourse with her, without notifying witnesses of when he divorced her and when he took her back. `Imran said, ""His divorce and taking her back was in contradiction to the Sunnah. Incorporate the presence of witnesses for divorcing her and taking her back, and do not repeat your conduct. (That will be an admonition given to him who believes in Allah and the Last Day.) means, `this, Our command to you to have witnesses in such cases and to establish the witness, is implemented by those who believe in Allah and the Last Day.' This legislation is meant to benefit those who fear Allah's punishment in the Hereafter. (And whosoever has Taqwa of Allah, He will make a way for him to get out.)'' `Ikrimah also commented on the Ayah, ""Whoever divorces as Allah commanded him, then Allah will make a way out for him."	0
135	Allah commands you regarding your children: the share of the male will be twice that of the female. If you leave only two or more females, their share is two-thirds of the estate. But if there is only one female, her share will be one-half. Each parent is entitled to one-sixth if you leave offspring. But if you are childless and your parents are the only heirs, then your mother will receive one-third. But if you leave siblings, then your mother will receive one-sixthÂafter the fulfilment of bequests and debts. Be fair to your parents and children, as you do not fully know who is more beneficial to you. This is an obligation from Allah. Surely Allah is All-Knowing, All-Wise.	0
136	It is not uncommon these days to hear the Muslim lie; Islam is a religion of peace. Really? Then, how do we explain all the violence committed day after day by Muslims all over the world? Where does their incentive to kill come from? It is incredible how Muslims can even come up with such an absurd allegation. The answer is blowing in the wind. It is blowing all over the world where Muslims routinely murder innocent people on a daily basis in the name of Allah. And many are turning their heads pretending not to see the connection between the teachings of Allah in the QurÂan and the violence perpetrated by Muslims. And they deliberately ignore the fact that Islam is directly responsible for many of the violence that we are now experiencing around the globe. They want us to turn a blind eye to the reality. And they think that by repeatedly proclaiming the lie that ÂIslam means peaceÂ we will somehow become oblivious to all the violent acts committed right before our eyes in the name of Islam. Both Muslims and Christians are on the world stage. It does not take much looking around to see which group is killing, raping, torturing and beheading in the name of its religion. If you put 100 Christians of different denominations in a room, you will find them arguing over virtually every aspect of their faith. But, you would not find them debating whether theyÂre supposed to be out killing cartoonists, shooting up schools, murdering some neighbors, beheading fellow-workers, taking hostages at a cafÃ©, or blowing themselves up at some crowded places. Only one religion does that. There are criminals in every society. Criminals carry out their evil crimes by submitting to their own evil desires and acting on those cravings. However, in Islam it is different. Muslims carry out their violent crimes in the name of Allah. Every beheading, every attack by suicide bombers, and every violent act that is religiously sanctioned in Islam is carried out to the accompaniment of the blood-thirsty cries of ÂAllahu AkbarÂÂthe war cry of Islam. And jihadists often quote passages from the QurÂan before executing their victims. The evil crimes of the Muslims originate with Allah. The seeds of terror and the violence that we are now witnessing worldwide are sown in the QurÂan. To those who disagree that the QurÂan encourages violence, we would like them to examine the facts. Can Muslims honestly say that the QurÂan promotes peace when it teaches Muslims to slay those who leave Islam?	1
137	Islam is a crime against women	1
138	"Do Muslim men think about their wives, daughters and female relatives when they lust for the vaginas in their so called Janna???? If in Janna EVERYTHING is given to you does it mean that other men can actually ask to have sex with your daughter and it's granted??? What sick cult is this??? Abu Umama narrated: ""The Messenger of God said, 'Everyone that God admits into paradise will be married to 72 wives; two of them are houris and seventy of his inheritance of the [female] dwellers of hell. All of them will have libidinous sex organs and he will have an ever-erect penis.' "" Sunan Ibn Maja, Zuhd (Book of Abstinence) 39 ""Each time we sleep with a Houri we find her virgin. Besides, the penis of the Elected never softens. The erection is eternal; the sensation that you feel each time you make love is utterly delicious and out of this world and were you to experience it in this world you would faint. Each chosen one [i.e. Muslim] will marry seventy [sic] houris, besides the women he married on earth, and all will have appetizing vaginas."" Al-Itqan fi Ulum al-Qur'an, p. 351"	1
139	(And when the news of (the birth of) a female (child) is brought to any of them, his face becomes dark) meaning with distress and grief. (and he is filled with inner grief!) meaning he is silent because of the intensity of the grief he feels. (He hides himself from the people) meaning he does not want anyone to see him. (because of the evil of that whereof he has been informed. Shall he keep her with dishonor or bury her in the earth) meaning should he keep her, humiliating her, not letting her inherit from him and not taking care of her, preferring his male children over her. (Certainly, evil is their decision.) meaning how evil are the words they say, the way they want to share things out and the things they attribute to Him.	0
140	And fight in the Way of Allah those who fight you, but transgress not the limits. Truly, Allah likes not the transgressors. [This Verse is the first one that was revealed in connection with Jihad, but it was supplemented by another 	0
141	(Allah does not forbid you with those who fought not against you on account of religion) until the end of the Ayah. Allah's Messenger ordered Asma' to accept her mother's gifts and to let her enter her house.'' Allah's statement, (Allah loves those who deal with equity.) was duly explained in the Tafsir of Surat Al-Hujurat. We also mentioned the authentic Hadith	0
142	So Muslims can share cartoons of other religious figures to mock, but wants to behead you for mocking Mohd with a cartoon. 	1
143	Mary (Miriam) the sister of Aaron (and of Moses), is a phrase used in the Quran to refer to Mary the mother of Jesus. From at least the 8th century, and perhaps as far back as Muhammad's time, critics have attacked this verse as a simple but revealing error. In Arabic both Mary the mother of Jesus and Mary the sister of Aaron and Moses are called by the same name, (Maryam). Skeptical Jewish and Christian scholars believed that Muhammad had mistaken Jesus' mother for Moses' sister. While they shared a name, according to the Bible these two women lived more than a thousand years apart. In the hadith Muhammad explains that this criticism was a misunderstanding, but, according to these same texts many remained unconvinced. Ultimately, it seems, the Hadith and sirah traditions came to assert that Aaron and Moses had a sister whose name was Kulthum rather than Miriam, which seems to point to the traditionÂs fundamental inability to understand the context of these verses and how they relate to the two biblical Miriams. In contrast to the traditional narrative, modern scholars have rather found in this surah a complex web of inter-textual references, pointing to a highly literate and Christian audience of the original text.	1
144	MUHAMMAD ONLY FOUGHT IN SELF DEFENSE & MUSLIMS ARE ONLY ALLOWED TO FIGHT IN SELF DEFENSE. This is the response of moderate Muslims when confronted with the violent activities of their fellow radical Muslim brothers. They quote parts and pieces of the Qur'an which remotely speaks about defending oneself.  Muhammad after attacking innocent cities, killing their men who came out to defend themselves and their families, will share their daughters and wives to his jihadists army and encourage them to rape the captive women. The question I always ask the so called moderate Muslims is, WHAT IS SELF DEFENSE IN RAPING CAPTIVE WOMEN? If indeed Muhammad advocated for fighting only in self defense, why would he and his followers be raping women? If this actions and teachings of Muhammad produces radical Muslim jihadists today, then the real person to blame for Islamic terrorism is the figure head of Islam, Muhammad the Prophet of Islam. Radical Muslims are more like Muhammad and his teaching than Moderate Muslims.	1
145	"As mentioned, despite being a small book, the Quran is supposed to be the timeless, unchangeable word of God.  Why would God use precious and valuable space on the personal life of one man - the same one who happens to be narrating the ""revelation""? Consider verse 33:53: O you who believe! Enter not the Prophet's houses, except when leave is given to you for a meal, (and then) not (so early as) to wait for its preparation. But when you are invited, enter, and when you have taken your meal, disperse, without sitting for a talk. Verily, such (behaviour) annoys the Prophet, and he is shy of (asking) you (to go), but Allah is not shy of (telling you) the truth. That has to be immortalized on a tablet in heaven? Substantial portions of the Quran (particularly suras 33 and 66) are equally self-serving and address the sex, money or respect from his wives to which Muhammad is entitled.  Moreover, several such passages are repetitive. CouldnÂt Allah have thought of a more important message for mankind than telling us (several times over) that Muhammad may sleep with an unlimited number of women?"	1
146	Amina was pregnant for 4 yrs with Mo as he was born long after his father died. Muhammad's Unknown Father. Mo was a Son of Muta'h. Experts suggest Waraka Ibn Nawfal was his real father.	1
147	(It is not lawful for you (to marry other) women after this, nor to change them for other wives even though their beauty attracts you, except those whom your right hand possesses.) Allah has made lawful believing women, and believing women who offered themselves to the Prophet for marriage, and He made unlawful every woman who followed a religion other than Islam	0
148	The Dark Nature of MuhammadÂs Revelations:  We begin our further critical examination of Islam with the person of Muhammad and his revelations.  For this is where it all started.  If we expect to accurately discern the spirit of Islam then we must begin at the foundation, we must examine the seed.  Muhammad is the founder of Islam and is believed by Muslims to be the sole human instrument that ÂreceivedÂ the words of the Quran directly from Allah.  This chapter will review the nature of MuhammadÂs spiritual encounters that led to his career as a ÂprophetÂ and birthed the religion that now has the attention of the world.	1
149	"The euphoria one gets from praying and believing they are the centre of universe is well documented. It is not linked to one religion or faith. Every person who believes in supernatural power tends to experience it from the Quechua amazonian tribes to Zoroastrian who worship fire. And that is why you get euphoria rituals from dancing, kneeing, having candles or incenses, and associating the faith with ""higher spirituality"" - really the word here is being ""high"" full stop! But we suspect, if other religions are some kind of addictive drug, Islam is the strong version of it. We would group Islam at same level as heroin. Now you know why some people get very angry or even aggressive when you challenge their faith. Imagine how a drug addict would get very angry or even aggressive when you try to cut off their supply of drug or challenge them to stop!"	1
150	"(And tell the believing women to lower their gaze) meaning, from that which Allah has forbidden them to look at, apart from their husbands. Some scholars said that it is permissible for women to look at non-Mahram men without desire, as it was recorded in the Sahih that the Messenger of Allah was watching the Ethiopians playing with spears in the Masjid on the day of `Id, and `A'ishah the Mother of the believers was watching them from behind him and he was concealing her from them, until she got bored and went away. (and protect their private parts). Sa`id bin Jubayr said: ""From immoral actions.'' Abu Al-`Aliyah said: ""Every Ayah of the Qur'an in which protecting the private parts is mentioned means protecting them from Zina, (and not to show off their adornment except that which is apparent,) means, they should not show anything of their adornment to non-Mahram men except for whatever it is impossible to hide. Ibn Mas`ud said: ""Such as clothes and outer garments,'' Meaning what the Arab women used to wear of the veil which covered their clothes and whatever showed from underneath the outer garment. There is no blame on her for this, because this is something that she cannot conceal. Similar to that is what appears of her lower garment and what she cannot conceal. (and to draw their veils all over their Juyub) means that they should wear the outer garment in such a way as to cover their chests and ribs, so that they will be different from the women of the Jahiliyyah, who did not do that but would pass in front of men with their chests completely uncovered, and with their necks, forelocks, hair and earrings uncovered. So Allah commanded the believing women to cover themselves. (and not to reveal their adornment except to their husbands, or their fathers, or their husband's fathers, or their sons, or their husband's sons, or their brothers or their brother's sons, or their sister's sons,) All of these are a woman's close relatives whom she can never marry (Mahram) and it is permissible for her to show her adornments to them, but without making a wanton display of herself. (or their women,) this means that she may also wear her adornment in front of other Muslim women, but not in front of the women of Ahl Adh-Dhimmah (Jewish and Christian women), lest they describe her to their husbands. This is prohibited for all women, but more so in the case of the women of Ahl Adh-Dhimmah, because there is nothing to prevent them from doing that, but Muslim women know that it is unlawful and so, would be deterred from doing it. (or their right hand possessions. ) Ibn Jarir said, ""This means from among the women of the idolators. It is permissible for a Muslim woman to reveal her adornment before such a woman, even if she is an idolatress, because she is her slave-girl. (Tabi`in among men who do not have desire,) such as hired servants and followers who are not at the same level as the woman and are feeble-minded and have no interest in or desire for women. Ibn `Abbas said, ""This is the kind of person who has no desire.'' `Ikrimah said, ""This is the hermaphrodite, who does not experience erections.'' This was also the view of others among the Salaf. It was narrated in the Sahih from `A'ishah that a hermaphrodite, used to enter upon the family of the Messenger of Allah and they used to consider him as one of those who do not have desire, but then the Messenger of Allah came in when he was describing a woman with four rolls of fat in front and eight behind. (or children who are not aware of the nakedness of women. ) Because they are so young they do not understand anything about women or their `Awrah or their soft speech or their enticing ways of walking and moving. If a child is small and does not understand that, there is nothing wrong with him entering upon women, but if he is an adolescent or approaching adolescence, so that he knows and understands these things, and can make a distinction between who is beautiful and who is not, then he should not enter upon women. and (The male in-law is death.) And let them not stamp their feet...) to the end of it. From that, women are also prohibited from wearing scent and perfume when they are going outside the home, lest men should smell their perfume."	0
151	Ibn ÂUmar reported GodÂs Messenger as saying, A believer will continue to find ample scope in his religion as long as he does not kill anyone unlawfully.	0
152	All these groups are Islam terrorist groups and u are telling me that this evil religion called Islam shouldn't be abolished in our world.	1
153	The few texts must be interpreted in the light of the many texts. For example, the QurÂan repeatedly affirms the freedom of conscience and rejects compulsion in religion. However, we encounter some verses in the QurÂan which allow fighting non-Muslims. To understand these later verses as permitting fighting against others because of their rejection of Islam or in order to force or coerce them to accept Islam is to disregard many QurÂanic texts that are inconsistent with that interpretation. 	0
